"year","year_rank","group_name","artist","song_name","id"
1956.0,1.0,"Elvis Presley","Elvis Presley","Heartbreak Hotel",1.0
1956.0,2.0,"Elvis Presley","Elvis Presley","Don't Be Cruel",2.0
1956.0,3.0,"Nelson Riddle","Nelson Riddle","Lisbon Antigua",3.0
1956.0,4.0,"Platters","Platters","My Prayer",4.0
1956.0,5.0,"Gogi Grant","Gogi Grant","The Wayward Wind",5.0
1956.0,6.0,"Les Baxter","Les Baxter","The Poor People Of Paris",6.0
1956.0,7.0,"Doris Day","Doris Day","Whatever Will Be Will Be (Que Sera Sera)",7.0
1956.0,8.0,"Elvis Presley","Elvis Presley","Hound Dog",8.0
1956.0,9.0,"Dean Martin","Dean Martin","Memories Are Made Of This",9.0
1956.0,10.0,"Kay Starr","Kay Starr","Rock And Roll Waltz",10.0
1956.0,11.0,"Morris Stoloff","Morris Stoloff","Moonglow And Theme From ""Picnic""",11.0
1956.0,12.0,"Platters","Platters","The Great Pretender",12.0
1956.0,13.0,"Pat Boone","Pat Boone","I Almost Lost My Mind",13.0
1956.0,14.0,"Elvis Presley","Elvis Presley","I Want You, I Need You, I Love You",14.0
1956.0,15.0,"Elvis Presley","Elvis Presley","Love Me Tender",15.0
1956.0,16.0,"Perry Como","Perry Como","Hot Diggity",16.0
1956.0,17.0,"Eddie Heywood and Hugo Winterhalter","Eddie Heywood","Canadian Sunset",17.0
1956.0,17.0,"Eddie Heywood and Hugo Winterhalter","Hugo Winterhalter","Canadian Sunset",18.0
1956.0,18.0,"Carl Perkins","Carl Perkins","Blue Suede Shoes",19.0
1956.0,19.0,"Jim Lowe","Jim Lowe","The Green Door",20.0
1956.0,20.0,"Four Lads","Four Lads","No, Not Much",21.0
1956.0,21.0,"Bill Doggett","Bill Doggett","Honky Tonk",22.0
1956.0,22.0,"Tennessee Ernie Ford","Tennessee Ernie Ford","Sixteen Tons",23.0
1956.0,23.0,"Johnnie Ray","Johnnie Ray","Just Walking In The Rain",24.0
1956.0,24.0,"Patti Page","Patti Page","Allegheny Moon",25.0
1956.0,25.0,"Fats Domino","Fats Domino","I'm In Love Again",26.0
1956.0,26.0,"Patience and Prudence","Patience and Prudence","Tonight You Belong To Me",27.0
1956.0,27.0,"Gene Vincent","Gene Vincent","Be-Bop-A-Lula",28.0
1956.0,28.0,"Frankie Lymon and The Teenagers","Frankie Lymon and The Teenagers","Why Do Fools Fall In Love",29.0
1956.0,29.0,"Four Lads","Four Lads","Standing On The Corner",30.0
1956.0,30.0,"Buchanan and Goodman","Buchanan and Goodman","The Flying Saucer",31.0
1956.0,31.0,"George Cates","George Cates","Moonglow And Theme From Picnic",32.0
1956.0,32.0,"Cathy Carr","Cathy Carr","Ivory Tower",33.0
1956.0,33.0,"Bill Haley and His Comets","Bill Haley and His Comets","See You Later Alligator",34.0
1956.0,34.0,"Pat Boone","Pat Boone","I'll Be Home",35.0
1956.0,35.0,"Vic Damone","Vic Damone","On The Street Where You Live",36.0
1956.0,36.0,"Platters","Platters","Magic Touch",37.0
1956.0,37.0,"Chordettes","Chordettes","Born To Be With You",38.0
1956.0,38.0,"Don Cherry","Don Cherry","Band Of Gold",39.0
1956.0,39.0,"Perry Como","Perry Como","More",40.0
1956.0,40.0,"Guy Mitchell","Guy Mitchell","Singing The Blues",41.0
1956.0,41.0,"Fats Domino","Fats Domino","Blueberry Hill",42.0
1956.0,42.0,"Sanford Clark","Sanford Clark","The Fool",43.0
1956.0,43.0,"Don Robertson","Don Robertson","The Happy Whistler",44.0
1956.0,44.0,"Bing Crosby and Grace Kelly","Bing Crosby","True Love",45.0
1956.0,44.0,"Bing Crosby and Grace Kelly","Grace Kelly","True Love",46.0
1956.0,45.0,"Little Richard","Little Richard","Long Tall Sally",47.0
1956.0,46.0,"Teresa Brewer","Teresa Brewer","Sweet Old Fashioned Girl",48.0
1956.0,47.0,"Nervous Norvus","Nervous Norvus","Transfusion",49.0
1956.0,48.0,"Ames Brothers","Ames Brothers","It Only Hurts For A Little While",50.0
1956.0,49.0,"Teresa Brewer","Teresa Brewer","A Tear Fell",51.0
1956.0,50.0,"Lonnie Donegan","Lonnie Donegan","Rock Island Line",52.0
1956.0,51.0,"Dream Weavers","Dream Weavers","It's Almost Tomorrow",53.0
1956.0,52.0,"Pat Boone","Pat Boone","Friendly Persuasion (Thee I Love)",54.0
1956.0,53.0,"Frank Sinatra","Frank Sinatra","Hey Jealous Lover",55.0
1956.0,54.0,"Eddy Heywood","Eddy Heywood","Soft Summer Breeze",56.0
1956.0,55.0,"Andy Williams","Andy Williams","Canadian Sunset",57.0
1956.0,56.0,"Eddie Fisher","Eddie Fisher","Dungaree Doll",58.0
1956.0,57.0,"George Hamilton Iv","George Hamilton Iv","A Rose and a Baby Ruth",59.0
1956.0,58.0,"Eddie Fisher","Eddie Fisher","Cindy Oh Cindy",60.0
1956.0,59.0,"Jerry Vale","Jerry Vale","You Don't Know Me",61.0
1956.0,60.0,"Dick Hyman","Dick Hyman","Moritat (Theme From Threepenny Opera)",62.0
1956.0,61.0,"Gale Storm","Gale Storm","Ivory Tower",63.0
1956.0,62.0,"Joe Valino","Joe Valino","Garden of Eden",64.0
1956.0,63.0,"Vince Martin and the Tarriers","Vince Martin and the Tarriers","Cindy Oh Cindy",65.0
1956.0,64.0,"Otis Williams and the Charms","Otis Williams and the Charms","Ivory Tower",66.0
1956.0,65.0,"Crew Cuts","Crew Cuts","Angels in the Sky",67.0
1956.0,66.0,"Mitch Miller","Mitch Miller","Song For a Summer Night",68.0
1956.0,67.0,"Gale Storm","Gale Storm","Why Do Fools Fall in Love",69.0
1956.0,68.0,"Gale Storm","Gale Storm","Teen Age Prayer",70.0
1956.0,69.0,"McGuire Sisters","McGuire Sisters","Picnic",71.0
1956.0,70.0,"Al Hibbler","Al Hibbler","After the Lights Go Down Low",72.0
1956.0,71.0,"Patti Page","Patti Page","Mama From the Train",73.0
1956.0,72.0,"Nat King Cole","Nat King Cole","That's All There Is to That",74.0
1956.0,73.0,"Kit Carson","Kit Carson","Band of Gold",75.0
1956.0,74.0,"Tony Martin","Tony Martin","Walk Hand in Hand",76.0
1956.0,75.0,"Diamonds","Diamonds","Why Do Fools Fall in Love",77.0
1956.0,76.0,"Perry Como","Perry Como","Juke Box Baby",78.0
1956.0,77.0,"Rusty Draper","Rusty Draper","Are You Satisfied",79.0
1956.0,78.0,"Jo Stafford","Jo Stafford","It's Almost Tomorrow",80.0
1956.0,79.0,"Platters","Platters","You'll Never Never Know",81.0
1956.0,80.0,"Perry Como","Perry Como","Glendora",82.0
1956.0,81.0,"Johnny Cash","Johnny Cash","I Walk the Line",83.0
1956.0,82.0,"Tony Bennett","Tony Bennett","Can You Find It in Your Heart",84.0
1956.0,83.0,"Pat Boone","Pat Boone","Tutti-Frutti",85.0
1956.0,84.0,"Fontane Sisters","Fontane Sisters","Eddie My Love",86.0
1956.0,85.0,"Don Rondo","Don Rondo","Two Different Worlds",87.0
1956.0,86.0,"Jane Powell","Jane Powell","True Love",88.0
1956.0,87.0,"Richard Hayman and Jan August","Richard Hayman","Moritat",89.0
1956.0,87.0,"Richard Hayman and Jan August","Jan August","Moritat",90.0
1956.0,88.0,"Nat King Cole","Nat King Cole","Night Lights",91.0
1956.0,89.0,"Cadillacs","Cadillacs","Speedoo",92.0
1956.0,90.0,"Diamonds","Diamonds","The Church Bells May Ring",93.0
1956.0,91.0,"Peggy Lee","Peggy Lee","Mr Wonderful",94.0
1956.0,92.0,"Fats Domino","Fats Domino","My Blue Heaven",95.0
1956.0,93.0,"Clyde McPhatter","Clyde McPhatter","Treasure of Love",96.0
1956.0,94.0,"Eileen Rodgers","Eileen Rodgers","Miracle of Love",97.0
1956.0,95.0,"Frankie Lymon and the Teenagers","Frankie Lymon and the Teenagers","I Want You to Be My Girl",98.0
1956.0,96.0,"Lawrence Welk","Lawrence Welk","Tonight You Belong to Me",99.0
1956.0,97.0,"Chordettes","Chordettes","Lay Down Your Arms",100.0
1956.0,98.0,"Richard Maltby","Richard Maltby","Theme From 'the Man with the Golden Arm",101.0
1956.0,99.0,"Teresa Brewer","Teresa Brewer","Bo Weevil",102.0
1956.0,100.0,"Blue Stars","Blue Stars","Lullaby of Birdland",103.0
1957.0,1.0,"Elvis Presley","Elvis Presley","All Shook Up",104.0
1957.0,2.0,"Pat Boone","Pat Boone","Love Letters In The Sand",105.0
1957.0,3.0,"Diamonds","Diamonds","Little Darlin'",106.0
1957.0,4.0,"Tab Hunter","Tab Hunter","Young Love",107.0
1957.0,5.0,"Jimmy Dorsey","Jimmy Dorsey","So Rare",108.0
1957.0,6.0,"Pat Boone","Pat Boone","Don't Forbid Me",109.0
1957.0,7.0,"Guy Mitchell","Guy Mitchell","Singing The Blues",110.0
1957.0,8.0,"Sonny James","Sonny James","Young Love",111.0
1957.0,9.0,"Elvis Presley","Elvis Presley","Too Much",112.0
1957.0,10.0,"Perry Como","Perry Como","Round And Round",113.0
1957.0,11.0,"Everly Brothers","Everly Brothers","Bye Bye Love",114.0
1957.0,12.0,"Debbie Reynolds","Debbie Reynolds","Tammy",115.0
1957.0,13.0,"Buddy Knox","Buddy Knox","Party Doll",116.0
1957.0,14.0,"Elvis Presley","Elvis Presley","Teddy Bear / Loving You",117.0
1957.0,15.0,"Harry Belafonte","Harry Belafonte","Banana Boat (Day-O)",118.0
1957.0,16.0,"Elvis Presley","Elvis Presley","Jailhouse Rock",119.0
1957.0,17.0,"Marty Robbins","Marty Robbins","A White Sport Coat (And A Pink Carnation)",120.0
1957.0,18.0,"Del-Vikings","Del-Vikings","Come Go With Me",121.0
1957.0,19.0,"Everly Brothers","Everly Brothers","Wake Up Little Susie",122.0
1957.0,20.0,"Sam Cooke","Sam Cooke","You Send Me",123.0
1957.0,21.0,"Coasters","Coasters","Searchin'",124.0
1957.0,22.0,"Chuck Berry","Chuck Berry","School Day",125.0
1957.0,23.0,"Ferlin Husky","Ferlin Husky","Gone",126.0
1957.0,24.0,"Paul Anka","Paul Anka","Diana",127.0
1957.0,25.0,"Ricky Nelson","Ricky Nelson","A Teenager's Romance",128.0
1957.0,26.0,"Tarriers","Tarriers","The Banana Boat Song",129.0
1957.0,27.0,"Jimmie Rodgers","Jimmie Rodgers","Honeycomb",130.0
1957.0,28.0,"Jerry Lee Lewis","Jerry Lee Lewis","Whole Lotta Shakin' Goin' On",131.0
1957.0,29.0,"Gale Storm","Gale Storm","Dark Moon",132.0
1957.0,30.0,"Crickets","Crickets","That'll Be The Day",133.0
1957.0,31.0,"Charlie Gracie","Charlie Gracie","Butterfly",134.0
1957.0,32.0,"Frankie Laine","Frankie Laine","Moonlight Gambler",135.0
1957.0,33.0,"Tommy Sands","Tommy Sands","Teenage Crush",136.0
1957.0,34.0,"Johnny Mathis","Johnny Mathis","It's Not For Me To Say",137.0
1957.0,35.0,"Rays","Rays","Silhouettes",138.0
1957.0,36.0,"Andy Williams","Andy Williams","Butterfly",139.0
1957.0,37.0,"Terry Gilkyson","Terry Gilkyson","Marianne",140.0
1957.0,38.0,"Fats Domino","Fats Domino","I'm Walkin'",141.0
1957.0,39.0,"Johnny Mathis","Johnny Mathis","Chances Are",142.0
1957.0,40.0,"Nat King Cole","Nat King Cole","Send For Me",143.0
1957.0,41.0,"Russ Hamilton","Russ Hamilton","Rainbow",144.0
1957.0,42.0,"Ricky Nelson","Ricky Nelson","Be-bop Baby",145.0
1957.0,43.0,"Larry Williams","Larry Williams","Short Fat Fanny",146.0
1957.0,44.0,"Jim Lowe","Jim Lowe","The Green Door",147.0
1957.0,45.0,"Billy Williams","Billy Williams","I'm Gonna Sit Rlght Down And Write Myself A Letter",148.0
1957.0,46.0,"Patti Page","Patti Page","Old Cape Cod",149.0
1957.0,47.0,"Bobbettes","Bobbettes","Mr. Lee",150.0
1957.0,48.0,"Fats Domino","Fats Domino","Blueberry Hill",151.0
1957.0,49.0,"Del-Vikings","Del-Vikings","Whispering Bells",152.0
1957.0,50.0,"Fats Domino","Fats Domino","Blue Monday",153.0
1957.0,51.0,"Johnny Mathis","Johnny Mathis","Wonderful! Wonderful!",154.0
1957.0,52.0,"Jane Morgan and the Troubadours","Jane Morgan and the Troubadours","Fascination",155.0
1957.0,53.0,"Bobby Helms","Bobby Helms","My Special Angel",156.0
1957.0,54.0,"Billy Ward and His Dominoes","Billy Ward and His Dominoes","Star Dust",157.0
1957.0,55.0,"Bill Justis","Bill Justis","Raunchy",158.0
1957.0,56.0,"Elvis Presley","Elvis Presley","Love Me",159.0
1957.0,57.0,"Harry Belafonte","Harry Belafonte","Jamaica Farewell",160.0
1957.0,58.0,"Pat Boone","Pat Boone","Why Baby Why",161.0
1957.0,59.0,"Betty Johnson","Betty Johnson","I Dreamed",162.0
1957.0,60.0,"Buddy Knox","Buddy Knox","Hula Love",163.0
1957.0,61.0,"Tune Weavers","Tune Weavers","Happy, Happy Birthday Baby",164.0
1957.0,62.0,"Ivory Joe Hunter","Ivory Joe Hunter","Since I Met You Baby",165.0
1957.0,63.0,"Jim Reeves","Jim Reeves","Four Walls",166.0
1957.0,64.0,"Jerry Lewis","Jerry Lewis","Rock-a-Bye Your Baby with a Dixie Melody",167.0
1957.0,65.0,"Mantovani","Mantovani","Around the World",168.0
1957.0,66.0,"Tony Bennett","Tony Bennett","In the Middle of an Island",169.0
1957.0,67.0,"Johnnie and Joe","Johnnie and Joe","Over the Mountain Across the Sea",170.0
1957.0,68.0,"Hilltoppers","Hilltoppers","Marianne",171.0
1957.0,69.0,"Don Rondo","Don Rondo","White Silver Sands",172.0
1957.0,70.0,"Four Lads","Four Lads","Who Needs You",173.0
1957.0,71.0,"Ames Brothers","Ames Brothers","Melodie D'Amour",174.0
1957.0,72.0,"Thurston Harris","Thurston Harris","Little Bitty Pretty One",175.0
1957.0,73.0,"Steve Lawrence","Steve Lawrence","Party Doll",176.0
1957.0,74.0,"Coasters","Coasters","Young Blood",177.0
1957.0,75.0,"Victor Young","Victor Young","Around the World",178.0
1957.0,76.0,"Andy Williams","Andy Williams","I Like Your Kind of Love",179.0
1957.0,77.0,"Bonnie Guitar","Bonnie Guitar","Dark Moon",180.0
1957.0,78.0,"Mickey and Sylvia","Mickey and Sylvia","Love Is Strange",181.0
1957.0,79.0,"Chuck Berry","Chuck Berry","Rock and Roll Music",182.0
1957.0,80.0,"Little Richard","Little Richard","Jenny Jenny",183.0
1957.0,81.0,"Pat Boone","Pat Boone","Bernardine",184.0
1957.0,82.0,"Little Richard","Little Richard","Keep a Knockin'",185.0
1957.0,83.0,"Sal Mineo","Sal Mineo","Start Movin'",186.0
1957.0,84.0,"Chuck Willis","Chuck Willis","C.C. Rider",187.0
1957.0,85.0,"Gene Vincent","Gene Vincent","Lotta Lovin'",188.0
1957.0,86.0,"Ernie Freeman","Ernie Freeman","Raunchy",189.0
1957.0,87.0,"Fats Domino","Fats Domino","Valley of Tears",190.0
1957.0,88.0,"Pat Boone","Pat Boone","Remember You're Mine",191.0
1957.0,89.0,"Guy Mitchell","Guy Mitchell","Rock-a-Billy",192.0
1957.0,90.0,"Margie Rayburn","Margie Rayburn","I'm Available",193.0
1957.0,91.0,"Larry Williams","Larry Williams","Bony Maronie",194.0
1957.0,92.0,"Harry Belafonte","Harry Belafonte","Mama Look at Bubu",195.0
1957.0,93.0,"Patience and Prudence","Patience and Prudence","Gonna Get Along Without Ya Now",196.0
1957.0,94.0,"Lavern Baker","Lavern Baker","Jim Dandy",197.0
1957.0,95.0,"Marvin Rainwater","Marvin Rainwater","Gonna Find Me a Bluebird",198.0
1957.0,96.0,"Four Coins","Four Coins","Shangri-La",199.0
1957.0,97.0,"Rusty Draper","Rusty Draper","Freight Train",200.0
1957.0,98.0,"Elvis Presley","Elvis Presley","Loving You",201.0
1957.0,99.0,"Jimmy Bowen","Jimmy Bowen","I'm Sticking with You",202.0
1957.0,100.0,"Joe Bennett and the Sparkletones","Joe Bennett and the Sparkletones","Black Slacks",203.0
1958.0,1.0,"Domenico Modugno","Domenico Modugno","Volare (Nel Blu Dipinto Di Blu)",204.0
1958.0,2.0,"Everly Brothers","Everly Brothers","All I Have To Do Is Dream / Claudette",205.0
1958.0,3.0,"Elvis Presley","Elvis Presley","Don't / I Beg Of You",206.0
1958.0,4.0,"David Seville","David Seville","Witch Doctor",207.0
1958.0,5.0,"Perez Prado","Perez Prado","Patricia",208.0
1958.0,6.0,"Billy Vaughn","Billy Vaughn","Sail Along Silvery Moon / Raunchy",209.0
1958.0,7.0,"Perry Como","Perry Como","Catch A Falling Star / Magic Moments",210.0
1958.0,8.0,"Champs","Champs","Tequila",211.0
1958.0,9.0,"Tommy Edwards","Tommy Edwards","It's All In The Game",212.0
1958.0,10.0,"Dean Martin","Dean Martin","Return To Me",213.0
1958.0,11.0,"Conway Twitty","Conway Twitty","It's Only Make Believe",214.0
1958.0,12.0,"Sheb Wooley","Sheb Wooley","The Purple People Eater",215.0
1958.0,13.0,"Everly Brothers","Everly Brothers","Bird Dog / Devoted To You",216.0
1958.0,14.0,"Silhouettes","Silhouettes","Get A Job",217.0
1958.0,15.0,"Elegants","Elegants","Little Star",218.0
1958.0,16.0,"Ricky Nelson","Ricky Nelson","Stood Up / Waitin' In School",219.0
1958.0,17.0,"Laurie London","Laurie London","He's Got The Whole World In His Hands",220.0
1958.0,18.0,"Platters","Platters","Twilight Time",221.0
1958.0,19.0,"Jimmie Rodgers","Jimmie Rodgers","Secretly",222.0
1958.0,20.0,"Danny and The Juniors","Danny and The Juniors","At The Hop",223.0
1958.0,21.0,"Coasters","Coasters","Yakety Yak",224.0
1958.0,22.0,"Elvis Presley","Elvis Presley","Wear My Ring Around Your Neck / Doncha' Think It's Time",225.0
1958.0,23.0,"Ricky Nelson","Ricky Nelson","Poor Little Fool",226.0
1958.0,24.0,"Pat Boone","Pat Boone","Wonderful Time Up There / It's Too Soon To Know",227.0
1958.0,25.0,"Jimmy Clanton","Jimmy Clanton","Just A Dream",228.0
1958.0,26.0,"McGuire Sisters","McGuire Sisters","Sugartime",229.0
1958.0,27.0,"Bobby Day","Bobby Day","Rockin Robbin / Over And Over",230.0
1958.0,28.0,"Kingston Trio","Kingston Trio","Tom Dooley",231.0
1958.0,29.0,"Chuck Berry","Chuck Berry","Sweet Little Sixteen",232.0
1958.0,30.0,"Cozy Cole","Cozy Cole","Topsy II / Topsy I",233.0
1958.0,31.0,"Nat King Cole","Nat King Cole","Looking Back / Do I Like It",234.0
1958.0,32.0,"Monotones","Monotones","Book Of Love",235.0
1958.0,33.0,"Tommy Dorsey Orch. and Warren Covington","Tommy Dorsey Orch.","Tea For Two Cha Cha",236.0
1958.0,33.0,"Tommy Dorsey Orch. and Warren Covington","Warren Covington","Tea For Two Cha Cha",237.0
1958.0,34.0,"Little Anthony and The Imperials","Little Anthony and The Imperials","Tears On My Pillow",238.0
1958.0,35.0,"Royal Teens","Royal Teens","Short Shorts",239.0
1958.0,36.0,"Jerry Lee Lewis","Jerry Lee Lewis","Great Balls Of Fire",240.0
1958.0,37.0,"Chordettes","Chordettes","Lollipop",241.0
1958.0,38.0,"Bobby Darin","Bobby Darin","Splish Splash",242.0
1958.0,39.0,"Connie Francis","Connie Francis","Who's Sorry Now",243.0
1958.0,40.0,"Jack Scott","Jack Scott","My True Love / Leroy",244.0
1958.0,41.0,"Jody Reynolds","Jody Reynolds","Endles Sleep",245.0
1958.0,42.0,"Bobby Freeman","Bobby Freeman","Do You Want To Dance?",246.0
1958.0,43.0,"Kalin Twins","Kalin Twins","When",247.0
1958.0,44.0,"Teddy Bears","Teddy Bears","To Know Him Is To Love Him",248.0
1958.0,45.0,"Pat Boone","Pat Boone","April Love",249.0
1958.0,46.0,"Duane Eddy","Duane Eddy","Rebel-'Rouser",250.0
1958.0,47.0,"Crescendos","Crescendos","Oh Julie",251.0
1958.0,48.0,"Diamonds","Diamonds","The Stroll",252.0
1958.0,49.0,"Elvis Presley","Elvis Presley","Hard-Headed Woman / Don't Ask Me Why",253.0
1958.0,50.0,"Buddy Holly","Buddy Holly","Peggy Sue",254.0
1958.0,51.0,"Don Gibson","Don Gibson","Oh Lonesome Me",255.0
1958.0,52.0,"The Big Bopper","The Big Bopper","Chantilly Lace",256.0
1958.0,53.0,"Rick Nelson","Rick Nelson","Lonesome Town",257.0
1958.0,54.0,"Frank Sinatra","Frank Sinatra","All the Way",258.0
1958.0,55.0,"Elvis Presley","Elvis Presley","One Night",259.0
1958.0,56.0,"Robin Luke","Robin Luke","Susie Darlin'",260.0
1958.0,57.0,"Four Preps","Four Preps","26 Miles",261.0
1958.0,58.0,"Earl Grant","Earl Grant","The End",262.0
1958.0,59.0,"Jimmie Rodgers","Jimmie Rodgers","Kisses Sweeter Than Wine",263.0
1958.0,60.0,"Playmates","Playmates","Beep Beep (The Little Nash Rambler)",264.0
1958.0,61.0,"Mitch Miller","Mitch Miller","March From the River Kwai and Colonel Bogey March",265.0
1958.0,62.0,"Everly Brothers","Everly Brothers","Problems",266.0
1958.0,63.0,"Bobby Darin","Bobby Darin","Queen of the Hop",267.0
1958.0,64.0,"Will Glahe","Will Glahe","Liechtensteiner Polka",268.0
1958.0,65.0,"Elvis Presley","Elvis Presley","I Got Stung",269.0
1958.0,66.0,"Andy Williams","Andy Williams","Are You Sincere",270.0
1958.0,67.0,"Ricky Nelson","Ricky Nelson","I Got a Feeling",271.0
1958.0,68.0,"Poni Tails","Poni Tails","Born Too Late",272.0
1958.0,69.0,"Johnny Otis Show","Johnny Otis Show","Willie and the Hand Jive",273.0
1958.0,70.0,"Four Preps","Four Preps","Big Man",274.0
1958.0,71.0,"Crickets","Crickets","Oh Boy",275.0
1958.0,72.0,"Chuck Willis","Chuck Willis","What Am I Living For",276.0
1958.0,73.0,"Chuck Berry","Chuck Berry","Johnny B Goode",277.0
1958.0,74.0,"Eddie Cochran","Eddie Cochran","Summertime Blues",278.0
1958.0,75.0,"Roger Williams","Roger Williams","Near You",279.0
1958.0,76.0,"Peggy Lee","Peggy Lee","Fever",280.0
1958.0,77.0,"Ed Townsend","Ed Townsend","For Your Love",281.0
1958.0,78.0,"Paul Anka","Paul Anka","You Are My Destiny",282.0
1958.0,79.0,"Art and Dotty Todd","Art and Dotty Todd","Chanson D'Amour (Song of Love)",283.0
1958.0,80.0,"Lou Monte","Lou Monte","Lazy Mary",284.0
1958.0,81.0,"Johnny Cash","Johnny Cash","Ballad of a Teenage Queen",285.0
1958.0,82.0,"Pat Boone","Pat Boone","It's Too Soon to Know",286.0
1958.0,83.0,"Jimmy McCracklin","Jimmy McCracklin","The Walk",287.0
1958.0,84.0,"Perry Como","Perry Como","Kewpie Doll",288.0
1958.0,85.0,"George Hamilton Iv","George Hamilton Iv","Why Don't They Understand",289.0
1958.0,86.0,"Frankie Avalon","Frankie Avalon","Dede Dinah",290.0
1958.0,87.0,"Pat Boone","Pat Boone","Sugar Moon",291.0
1958.0,88.0,"Everly Brothers","Everly Brothers","Devoted to You",292.0
1958.0,89.0,"Chantels","Chantels","Maybe",293.0
1958.0,90.0,"Kathy Linden","Kathy Linden","Billy",294.0
1958.0,91.0,"Johnny Cash","Johnny Cash","Guess Things Happen That Way",295.0
1958.0,92.0,"Olympics","Olympics","Western Movies",296.0
1958.0,93.0,"Roy Hamilton","Roy Hamilton","Don't Let Go",297.0
1958.0,94.0,"Hollywood Flames","Hollywood Flames","Buzz-Buzz-Buzz",298.0
1958.0,95.0,"Jerry Lee Lewis","Jerry Lee Lewis","Breathless",299.0
1958.0,96.0,"Jan and Arnie","Jan and Arnie","Jennie Lee",300.0
1958.0,97.0,"Royaltones","Royaltones","Poor Boy",301.0
1958.0,98.0,"Marty Robins","Marty Robins","The Story of My Life",302.0
1958.0,99.0,"Frankie Avalon","Frankie Avalon","I'll Wait For You",303.0
1958.0,100.0,"Frankie Avalon","Frankie Avalon","Ginger Bread",304.0
1959.0,1.0,"Johnny Horton","Johnny Horton","The Battle Of New Orleans",305.0
1959.0,2.0,"Bobby Darin","Bobby Darin","Mack The Knife",306.0
1959.0,3.0,"Lloyd Price","Lloyd Price","Personality",307.0
1959.0,4.0,"Frankie Avalon",,"Venus",308.0
1959.0,5.0,"Paul Anka","Paul Anka","Lonely Boy",309.0
1959.0,6.0,"Bobby Darin","Bobby Darin","Dream Lover",310.0
1959.0,7.0,"Browns","Browns","The Three Bells",311.0
1959.0,8.0,"Fleetwoods","Fleetwoods","Come Softly To Me",312.0
1959.0,9.0,"Wilbert Harrison","Wilbert Harrison","Kansas City",313.0
1959.0,10.0,"Fleetwoods","Fleetwoods","Mr. Blue",314.0
1959.0,11.0,"Santo and Johnny","Santo and Johnny","Sleep Walk",315.0
1959.0,12.0,"Paul Anka","Paul Anka","Put Your Head On My Shoulder",316.0
1959.0,13.0,"Lloyd Price","Lloyd Price","Stagger Lee",317.0
1959.0,14.0,"Ritchie Valens","Ritchie Valens","Donna",318.0
1959.0,15.0,"Dodie Stevens","Dodie Stevens","Pink Shoelaces",319.0
1959.0,16.0,"Platters","Platters","Smoke Gets In Your Eyes",320.0
1959.0,17.0,"The Coasters","The Coasters","Charlie Brown",321.0
1959.0,18.0,"Martin Denny","Martin Denny","Quiet Village",322.0
1959.0,19.0,"Carl Dobkins Jr.","Carl Dobkins Jr.","My Heart Is An Open Book",323.0
1959.0,20.0,"Everly Brothers","Everly Brothers","('Til) I Kissed You",324.0
1959.0,21.0,"Phil Phillips and The Twilights","Phil Phillips and The Twilights","Sea Of Love",325.0
1959.0,22.0,"Dave ""Baby"" Cortez","Dave ""Baby"" Cortez","The Happy Organ",326.0
1959.0,23.0,"Lloyd Price","Lloyd Price","I'm Gonna Get Married",327.0
1959.0,24.0,"Impalas","Impalas","Sorry (I Ran All The Way Home)",328.0
1959.0,25.0,"Dion and The Belmonts","Dion and The Belmonts","A Teenager In Love",329.0
1959.0,26.0,"Crests","Crests","16 Candles",330.0
1959.0,27.0,"Brook Benton","Brook Benton","It's Just A Matter Of Time",331.0
1959.0,28.0,"Connie Francis","Connie Francis","Lipstick On Your Collar",332.0
1959.0,29.0,"Drifters","Drifters","There Goes My Baby",333.0
1959.0,30.0,"Elvis Presley","Elvis Presley","A Big Hunk O' Love",334.0
1959.0,31.0,"Johnny and The Hurricanes","Johnny and The Hurricanes","Red River Rock",335.0
1959.0,32.0,"Stonewall Jackson","Stonewall Jackson","Waterloo",336.0
1959.0,33.0,"Sammy Turner","Sammy Turner","Lavender Blue (Dilly Dilly)",337.0
1959.0,34.0,"Elvis Presley","Elvis Presley","(Now And Then There's) A Fool Such As I",338.0
1959.0,35.0,"The Virtues","The Virtues","Guitar Boogie Shuffle",339.0
1959.0,36.0,"Sandy Nelson","Sandy Nelson","Teen Beat",340.0
1959.0,37.0,"Edward Burns and Connie Stevens","Edward Burns","Kookie Kookie (Lend Me Your Comb)",341.0
1959.0,37.0,"Edward Burns and Connie Stevens","Connie Stevens","Kookie Kookie (Lend Me Your Comb)",342.0
1959.0,38.0,"Thomas Wayne","Thomas Wayne","Tragedy",343.0
1959.0,39.0,"Connie Francis","Connie Francis","My Happiness",344.0
1959.0,40.0,"Freddie Cannon","Freddie Cannon","Talahassee Lassie",345.0
1959.0,41.0,"Fabian","Fabian","Tiger",346.0
1959.0,42.0,"Ricky Nelson","Ricky Nelson","Never Be Anyone Else But You",347.0
1959.0,43.0,"Della Reese","Della Reese","Don't You Know",348.0
1959.0,44.0,"Elvis Presley","Elvis Presley","I Need Your Love Tonight",349.0
1959.0,45.0,"Dinah Washington","Dinah Washington","What A Diff'rence A Day Makes",350.0
1959.0,46.0,"Bill Parsons","Bill Parsons","The All American Boy",351.0
1959.0,47.0,"Jerry Wallace","Jerry Wallace","Primrose Lane",352.0
